fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label
12.0,1.33,1.03,30.4,0.247,266.2,336.8,1.02633,3.01,0.91,11.4,bad
10.1,0.7,0.67,38.7,0.187,95.7,287.8,1.00934,3.18,1.22,12.1,bad
13.4,0.73,0.76,35.7,0.341,235.0,316.0,1.02243,3.17,0.94,11.5,bad
6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,good
8.8,1.3,1.21,48.6,0.215,115.2,216.7,1.01754,3.12,0.91,11.2,good
12.9,0.96,1.41,30.1,0.167,149.2,317.4,1.02774,3.22,1.37,9.8,bad
4.9,0.47,0.17,1.9,0.035,60.0,148.0,0.98964,3.27,0.35,11.5,bad
10.9,0.49,1.01,47.9,0.254,119.2,279.0,1.01372,3.3,1.46,10.9,good
14.4,0.44,1.2,48.2,0.259,175.1,317.0,1.00734,3.19,1.38,10.1,bad
14.0,1.18,1.26,47.4,0.3,200.3,377.0,1.0219,3.03,1.4,11.5,good
6.5,0.51,0.25,1.7,0.048,39.0,177.0,0.99212,3.28,0.57,10.6,bad
10.8,0.89,1.21,46.9,0.279,65.3,335.5,1.01934,2.92,1.71,11.1,bad
8.7,1.26,1.01,50.2,0.395,121.6,315.9,1.01581,3.11,1.35,12.2,bad
10.2,0.78,0.8,47.6,0.175,218.6,226.5,1.02312,3.01,1.13,13.0,bad
9.7,0.89,1.03,50.8,0.385,182.7,357.8,1.02288,3.19,0.68,10.6,bad
10.4,0.96,1.03,38.2,0.272,154.0,354.8,1.02117,3.29,1.07,12.4,bad
10.5,0.82,0.97,38.2,0.465,198.9,133.7,1.02482,3.48,1.15,10.0,bad
9.5,1.15,1.04,46.8,0.309,162.6,245.9,1.01121,3.25,1.15,11.3,good
12.3,1.04,0.86,46.2,0.244,159.1,375.5,1.01113,2.99,0.75,12.2,good
12.1,0.62,1.26,39.8,0.141,102.2,319.0,1.01515,3.07,0.73,12.5,good
6.0,0.18,0.31,1.4,0.036,14.0,75.0,0.99085,3.34,0.58,11.1,good
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,bad
11.8,0.81,1.05,30.0,0.213,155.7,260.2,1.01554,3.25,1.33,12.3,good
13.4,0.56,0.76,25.2,0.126,192.7,287.2,1.01253,3.04,1.21,11.3,good
5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,bad
6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.99202,2.97,0.68,11.0,bad
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,good
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,bad
10.7,1.03,1.55,41.3,0.296,234.6,385.0,1.01414,3.38,1.68,10.8,good
6.1,0.36,0.41,19.35,0.07,67.0,207.0,1.00118,3.39,0.53,9.1,bad
8.3,1.11,1.18,39.1,0.473,119.7,285.8,1.02829,3.17,1.26,12.2,bad
10.2,0.81,0.48,44.6,0.092,197.3,224.9,1.00811,3.3,1.0,11.2,bad
7.2,0.22,0.24,1.4,0.041,17.0,159.0,0.99196,3.25,0.53,11.2,bad
13.3,0.64,0.97,26.5,0.121,116.0,281.0,1.0194,3.38,1.11,11.3,good
6.8,0.25,0.37,3.1,0.026,29.0,93.0,0.99035,3.14,0.45,12.2,bad
6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,3.24,0.58,12.1,bad
9.9,1.0,1.17,35.5,0.199,206.7,224.5,1.02429,3.47,1.2,13.2,good
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,bad
14.5,1.35,1.14,36.8,0.313,247.9,350.2,1.01507,3.44,1.42,10.2,bad
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,bad
13.7,0.99,0.68,39.5,0.209,103.1,311.4,1.00561,3.51,0.92,10.6,bad
7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,bad
7.5,0.19,0.4,7.1,0.056,50.0,110.0,0.9954,3.06,0.52,9.9,bad
9.9,1.31,1.46,40.5,0.157,174.1,258.5,1.01816,3.21,1.07,10.3,good
12.1,0.73,0.8,60.9,0.422,137.1,367.6,1.02246,3.22,0.92,10.5,good
10.7,1.39,0.78,39.6,0.081,58.1,306.7,1.01157,3.05,1.6,12.2,bad
10.3,0.72,1.12,44.1,0.157,208.4,289.7,1.02133,2.91,1.24,13.2,good
5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,bad
10.2,1.0,0.93,44.5,0.238,212.6,227.2,1.00791,2.98,1.21,11.2,good
8.8,0.93,0.85,30.5,0.147,213.5,272.9,1.01648,3.19,1.44,12.6,bad
6.2,0.3,0.49,11.2,0.058,68.0,215.0,0.99656,3.19,0.6,9.4,bad
13.9,1.28,0.48,24.7,0.285,202.6,317.7,0.9994,2.97,1.15,12.2,good
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,bad
11.3,0.78,1.05,50.0,0.134,145.2,382.1,1.02119,3.09,1.24,11.0,good
8.8,1.14,1.48,39.5,0.185,105.8,300.6,1.00978,3.12,1.14,12.3,good
6.0,0.36,0.06,1.4,0.066,27.0,128.0,0.9934,3.26,0.55,9.3,bad
11.9,0.85,0.49,44.0,0.202,134.0,197.2,1.019,2.98,1.6,10.4,bad
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,bad
8.2,0.94,1.41,56.6,0.266,120.2,292.8,1.02081,2.97,1.51,10.5,good
9.8,1.34,1.2,48.8,0.356,181.6,332.6,1.02793,3.0,1.68,12.4,good
10.6,1.25,0.72,48.2,0.279,219.3,343.4,1.01299,3.05,1.46,11.3,bad
7.4,1.04,0.98,52.3,0.144,168.2,304.4,1.0077,2.91,1.22,11.7,bad
9.8,0.68,0.88,47.4,0.196,102.0,275.1,1.01824,3.55,0.9,11.7,bad
9.3,0.68,0.83,36.8,0.247,135.2,202.8,1.01588,3.11,1.12,12.7,good
5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.98836,3.08,0.64,12.9,good
12.3,1.34,1.04,54.6,0.408,171.1,401.9,1.02697,2.94,1.33,10.8,bad
11.0,1.35,1.36,41.2,0.461,258.4,310.3,1.01969,3.55,0.81,10.4,bad
11.1,0.86,1.18,34.6,0.336,200.9,143.7,1.01821,3.31,1.27,11.3,good
10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,bad
11.1,0.86,1.05,46.9,0.359,168.3,345.2,1.01952,2.97,1.29,13.2,good
11.5,1.31,1.23,48.1,0.26,161.1,261.1,1.01015,3.08,1.32,10.2,bad
5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,bad
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,bad
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,bad
13.5,0.81,0.59,46.7,0.314,250.5,285.4,1.02484,3.43,0.98,11.9,good
12.5,0.87,1.03,44.0,0.275,144.3,400.7,1.02449,2.9,1.21,14.0,bad
12.0,0.99,0.73,17.9,0.222,145.0,324.0,1.00907,3.0,1.59,12.9,good
8.5,1.25,0.96,47.5,0.334,179.4,259.7,1.01177,3.18,1.16,12.2,bad
9.3,1.17,0.68,45.5,0.246,206.0,291.8,1.00325,3.16,1.19,11.6,bad
6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,2.98,0.53,11.8,bad
13.5,1.25,0.67,32.5,0.309,215.9,323.8,1.02398,2.9,1.27,11.5,bad
7.0,0.24,0.51,11.0,0.029,55.0,227.0,0.9965,3.03,0.61,9.5,bad
6.9,0.28,0.24,2.1,0.034,49.0,121.0,0.98882,2.98,0.43,13.2,good
6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,good
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,bad
11.3,0.73,0.89,43.2,0.144,154.1,277.4,1.01587,3.1,1.12,10.7,good
11.5,1.23,0.64,48.9,0.193,210.4,266.7,1.01658,3.26,1.19,13.4,bad
10.5,0.66,1.17,52.2,0.205,194.1,235.4,1.02416,3.03,1.44,11.4,good
12.3,0.68,0.78,36.8,0.359,172.5,249.9,1.00427,3.35,0.99,9.8,good
14.0,0.89,0.8,55.3,0.303,239.8,170.3,1.02397,3.12,1.26,12.6,good
11.8,0.93,0.86,36.8,0.116,175.4,329.0,1.01201,3.1,1.48,12.6,bad
6.0,0.13,0.36,1.6,0.052,23.0,72.0,0.98974,3.1,0.5,11.5,good
6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,3.18,0.41,10.0,bad
10.0,0.85,0.97,39.9,0.185,202.3,341.8,1.01655,2.88,1.27,11.4,bad
10.2,0.75,1.03,28.4,0.327,111.1,121.6,1.02568,3.42,1.01,11.0,bad
10.2,0.92,1.2,53.6,0.306,164.1,278.0,1.02463,2.88,0.69,11.1,good
9.6,1.12,1.55,45.1,0.276,198.9,203.1,0.99894,3.27,1.13,11.9,good
10.2,1.04,1.26,27.5,0.309,218.3,107.2,0.99984,3.48,1.37,13.0,bad
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,bad
6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37,10.0,bad
12.4,1.15,1.45,52.2,0.272,227.5,375.0,1.01978,3.37,1.5,9.8,bad
9.7,1.39,1.24,47.6,0.351,154.3,332.5,1.01299,2.95,0.87,12.7,good
8.0,0.98,1.27,45.2,0.216,120.5,227.1,1.01527,3.16,1.23,12.4,good
11.3,0.94,0.93,41.5,0.242,149.5,235.0,1.01625,3.23,1.11,12.9,good
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,bad
12.0,0.93,0.63,38.3,0.35,151.9,199.6,1.01255,2.96,1.51,10.6,good
10.9,1.23,1.24,50.5,0.143,159.9,260.4,1.01466,3.26,1.47,10.8,good
11.1,0.97,0.91,35.7,0.399,150.3,310.7,1.0103,3.11,1.19,12.2,bad
10.1,0.9,1.17,50.4,0.153,160.3,375.0,1.02649,2.78,1.05,13.5,good
10.8,0.98,0.57,51.9,0.178,171.3,304.4,1.027,3.19,1.08,10.8,good
11.0,0.84,1.04,40.1,0.162,105.2,306.4,1.01747,2.87,0.91,12.9,bad
10.8,0.9,1.13,56.3,0.318,98.3,151.7,1.01951,3.27,1.06,11.9,good
7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,bad
6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,bad
8.6,1.25,1.08,53.0,0.257,52.0,369.5,1.01394,3.23,1.04,12.6,good
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,bad
5.8,0.28,0.27,2.6,0.054,30.0,156.0,0.9914,3.53,0.42,12.4,bad
11.8,0.88,0.77,36.6,0.116,215.6,177.5,1.00888,3.07,0.74,10.7,bad
11.7,1.24,1.3,59.3,0.167,147.3,326.5,1.01902,3.06,1.23,12.0,bad
8.7,1.37,0.83,34.8,0.086,192.3,384.9,1.02354,2.96,1.42,12.5,good
6.6,0.24,0.3,11.3,0.026,11.0,77.0,0.99381,3.13,0.55,12.8,good
10.1,0.96,1.22,46.9,0.252,176.4,301.0,1.02872,3.36,1.31,11.1,bad
12.6,0.58,1.46,62.1,0.467,189.4,195.4,1.02242,3.34,1.1,11.1,good
8.2,0.68,1.02,44.9,0.233,153.9,274.5,1.01376,2.93,1.42,11.8,good
11.1,1.03,0.72,50.0,0.293,129.5,268.9,1.00929,2.9,1.39,11.1,good
13.4,1.13,1.05,42.6,0.285,197.7,380.8,1.0068,3.12,1.38,11.9,bad
9.3,0.97,0.94,58.2,0.173,151.3,266.2,1.03132,3.34,0.89,12.9,bad
11.1,1.28,1.04,37.0,0.23,141.6,398.3,1.0131,3.04,1.45,12.6,good
12.5,0.98,1.12,34.4,0.205,124.2,331.0,1.01443,2.95,0.93,11.9,bad
14.0,1.04,0.91,51.6,0.19,147.2,259.9,1.00843,2.79,1.6,12.5,bad
7.7,1.19,0.87,28.4,0.411,236.1,308.5,1.01989,3.21,1.32,11.7,bad
8.0,0.89,1.15,41.0,0.293,124.5,178.9,1.01734,3.25,1.12,12.6,good
7.1,0.29,0.3,16.0,0.036,58.0,201.0,0.99954,3.3,0.67,9.0,bad
6.4,0.43,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,0.52,9.1,bad
13.3,1.07,1.1,45.3,0.218,199.5,219.7,1.00226,3.0,1.12,11.6,good
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,bad
12.6,0.86,0.97,38.5,0.283,123.2,314.8,1.01348,2.94,1.56,13.2,bad
9.9,1.05,1.08,55.3,0.406,150.3,247.7,1.01085,3.44,0.83,10.2,good
13.3,1.27,1.24,34.8,0.281,211.5,309.2,1.02804,2.84,1.28,12.5,good
7.8,1.19,0.59,44.9,0.181,124.2,169.9,1.01596,2.97,1.36,12.7,bad
10.0,0.53,1.1,32.8,0.304,136.1,177.5,1.01149,3.33,1.09,10.1,bad
11.2,1.19,0.94,46.9,0.224,198.5,264.0,1.012,3.11,1.13,11.1,good
12.7,1.04,1.02,40.9,0.179,206.9,171.2,1.0145,3.17,1.59,11.5,good
8.3,1.02,1.31,38.9,0.227,150.4,266.4,1.01579,3.43,0.82,11.2,good
6.1,0.16,0.34,6.1,0.034,31.0,114.0,0.99365,3.32,0.58,10.15,good
10.8,0.57,1.32,32.4,0.288,151.3,305.4,1.01566,3.29,1.05,11.0,bad
12.9,0.67,0.99,33.2,0.206,166.0,220.1,1.01675,3.24,1.62,11.2,bad
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.44,0.73,12.2,good
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,3.16,0.5,10.5,bad
11.5,1.09,1.05,33.5,0.395,222.5,280.9,1.01233,3.29,1.51,12.0,good
12.4,0.94,0.75,39.5,0.362,179.3,391.3,1.01886,2.96,1.16,12.5,bad
10.7,1.11,1.13,34.8,0.162,240.5,146.4,1.01162,3.13,1.07,13.0,bad
6.9,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,3.02,0.58,11.3,bad
7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63,9.8,bad
5.6,0.19,0.47,4.5,0.03,19.0,112.0,0.9922,3.56,0.45,11.2,bad
7.2,0.8,0.94,35.2,0.35,113.5,284.8,1.01411,3.24,1.1,12.8,bad
5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,good
12.4,0.92,0.85,45.1,0.38,78.1,338.3,1.03153,3.12,1.01,10.9,bad
12.5,0.81,1.38,50.0,0.358,102.4,249.1,1.0263,3.06,1.26,10.9,good
12.8,0.52,0.97,44.5,0.383,76.9,234.7,1.01847,3.23,1.55,11.3,good
10.0,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,2.72,0.43,9.7,bad
9.3,0.66,0.86,39.6,0.408,165.3,312.3,1.02864,3.15,0.8,11.4,good
8.3,0.94,0.72,41.9,0.175,176.4,258.3,1.02285,3.02,1.49,13.1,good
7.8,0.88,0.0,2.6,0.098,25.0,67.0,0.9968,3.2,0.68,9.8,bad
8.0,1.18,0.49,44.6,0.35,132.4,237.8,1.01449,2.89,1.41,12.7,bad
8.4,1.2,0.82,46.9,0.248,208.6,303.2,1.01667,3.27,1.31,11.7,good
6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,3.32,0.51,10.2,bad
10.8,0.65,0.74,54.0,0.289,105.2,306.0,1.01691,3.34,1.21,12.1,bad
12.4,0.77,1.02,43.9,0.22,207.7,362.7,1.02141,3.28,1.52,10.9,good
11.1,1.11,1.07,31.9,0.384,145.9,324.6,1.01949,3.42,1.53,11.7,good
11.5,0.97,0.88,41.5,0.203,185.7,328.5,1.00578,2.98,1.17,13.2,bad
11.6,0.91,1.06,39.6,0.345,214.2,244.4,1.02581,3.35,0.87,11.3,good
8.5,0.74,1.05,47.3,0.269,174.0,402.9,1.00908,3.16,1.56,14.3,good
9.5,1.03,1.26,29.2,0.315,135.2,317.9,1.00795,3.47,1.06,11.6,good
10.6,0.92,0.87,57.2,0.34,86.2,282.8,1.02353,3.16,0.83,11.7,bad
11.8,1.02,1.37,32.7,0.295,145.6,237.1,1.02025,3.4,1.07,10.8,bad
7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,bad
8.2,1.02,0.93,40.4,0.104,110.9,119.0,1.02185,3.36,0.86,10.4,bad
9.0,1.39,0.77,30.2,0.153,233.4,192.2,1.02495,2.96,0.89,10.6,good
10.7,1.05,1.15,32.5,0.172,148.4,253.9,1.02328,2.99,1.19,12.3,bad
10.2,1.3,0.92,52.3,0.278,129.3,316.9,1.01487,3.2,1.29,12.0,bad
10.7,0.9,0.9,49.4,0.253,143.8,269.0,1.00359,3.11,1.38,11.3,good
11.6,0.66,0.74,46.5,0.305,140.9,325.6,1.00835,3.18,1.37,11.0,good
7.1,0.96,1.2,55.3,0.422,98.2,303.6,1.01273,3.64,0.97,11.2,good
10.0,0.97,0.71,36.8,0.313,206.6,247.9,1.02227,3.09,1.45,11.7,good
13.8,1.33,1.19,34.5,0.175,192.7,261.9,1.02903,2.98,1.12,11.9,good
12.7,0.53,1.01,33.5,0.435,186.4,214.2,1.02307,3.16,1.05,12.0,bad
12.0,1.35,1.37,60.2,0.249,234.6,295.9,1.00611,3.03,1.37,13.1,bad
7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,good
6.3,0.2,0.58,1.4,0.204,15.0,97.0,0.9931,3.16,0.43,10.0,bad
13.9,0.67,0.74,26.8,0.349,153.8,173.5,1.0094,3.32,1.35,11.5,bad
9.7,1.12,1.48,38.2,0.131,119.3,217.4,1.01131,3.0,1.72,12.3,good
11.9,0.81,1.04,47.1,0.219,165.0,347.9,1.00328,3.03,1.13,11.5,good
10.9,0.74,0.92,36.0,0.291,191.2,318.3,1.02439,3.21,1.13,11.2,good
9.8,1.42,0.28,42.8,0.174,244.3,315.2,1.00655,3.1,1.38,11.3,good
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,bad
6.7,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,3.29,0.65,12.5,bad
8.1,1.31,0.72,57.3,0.073,118.4,400.3,1.00891,2.83,1.5,12.8,bad
13.3,0.62,1.26,42.2,0.1,259.0,165.8,1.01448,3.05,0.62,11.0,good
6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.9914,3.11,0.5,11.4,bad
11.2,0.93,0.54,37.4,0.448,193.5,342.3,0.99949,3.4,1.4,12.1,bad
11.4,1.14,1.28,19.6,0.223,199.6,283.2,1.0212,3.17,1.55,13.0,bad
11.1,0.81,1.19,22.5,0.311,196.8,214.3,1.00659,2.83,1.83,13.4,bad
11.6,0.63,1.21,29.8,0.337,116.7,202.3,1.02487,3.03,1.34,11.8,good
10.4,1.24,0.86,32.3,0.364,194.5,317.0,1.01813,3.22,1.35,11.4,bad
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,bad
7.6,1.01,0.49,47.6,0.432,190.7,307.1,1.02443,3.1,0.83,12.4,bad
12.6,0.92,0.52,55.2,0.28,195.1,262.6,1.00606,3.06,1.02,9.1,bad
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,good
11.2,0.57,1.07,38.6,0.233,159.6,259.9,1.01455,2.96,1.53,10.7,bad
11.9,0.78,1.2,55.3,0.19,115.7,370.7,1.02048,3.02,1.37,12.5,bad
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,good
8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,bad
10.5,0.83,1.07,44.7,0.193,179.5,113.7,1.01276,3.1,1.27,10.3,good
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,bad
10.6,0.72,0.75,30.7,0.227,140.7,346.7,1.01855,3.25,1.27,12.7,good
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,bad
9.0,0.91,0.97,27.2,0.165,126.9,291.4,1.01905,3.12,0.9,12.3,bad
6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,bad
8.1,0.85,1.06,38.9,0.265,198.6,196.3,1.02074,3.37,1.16,11.9,good
11.9,1.3,0.89,46.8,0.353,109.9,367.1,1.02119,2.83,0.8,11.8,bad
10.4,0.31,0.9,44.6,0.336,129.2,349.2,1.02479,2.84,0.98,12.2,good
10.7,1.33,1.02,54.2,0.501,115.0,363.6,1.00531,3.08,1.13,12.2,bad
10.7,0.72,0.95,48.7,0.346,160.6,386.5,1.0126,3.05,1.42,12.3,bad
9.5,0.63,1.25,57.1,0.309,180.3,286.8,1.0316,3.26,0.6,12.9,bad
10.4,1.0,1.25,30.1,0.222,217.2,271.7,1.02261,2.99,1.1,11.8,good
7.6,0.2,0.68,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,8.7,bad
12.2,0.98,0.78,36.4,0.253,178.4,176.8,1.0077,3.02,1.44,9.8,good
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,3.34,0.46,11.4,bad
11.0,0.91,1.19,35.9,0.295,138.2,322.4,1.01945,3.3,1.08,11.8,good
11.2,1.29,0.85,44.3,0.206,229.8,361.2,1.01679,3.17,1.73,12.9,good
6.8,0.45,0.3,11.8,0.094,23.0,97.0,0.997,3.09,0.44,9.6,bad
12.5,1.29,0.75,32.8,0.104,253.6,179.7,1.01034,2.95,0.76,12.2,good
5.4,0.31,0.47,3.0,0.053,46.0,144.0,0.9931,3.29,0.76,10.0,bad
10.9,0.69,0.99,31.8,0.335,192.6,179.1,1.01627,3.08,1.36,10.7,bad
14.0,0.92,0.87,39.8,0.18,270.6,261.9,1.00471,3.05,1.38,11.9,good
10.4,0.98,1.24,41.4,0.407,195.6,295.7,1.00871,3.07,1.47,12.1,good
10.1,1.33,0.74,56.1,0.441,184.1,352.6,1.0219,3.32,1.03,11.6,bad
10.6,0.84,1.22,52.5,0.265,109.9,324.0,1.01785,3.11,0.95,12.0,bad
9.7,1.1,1.26,35.3,0.395,147.5,289.2,1.03047,3.26,1.13,10.4,bad
8.5,1.16,1.19,44.7,0.271,211.7,316.1,1.0199,3.27,0.79,11.0,good
9.7,1.25,0.83,51.4,0.36,141.8,390.6,1.01114,3.01,0.87,12.6,good
5.4,0.27,0.22,4.6,0.022,29.0,107.0,0.98889,3.33,0.54,13.8,bad
6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,bad
11.3,1.26,1.32,53.9,0.203,128.0,301.5,1.01205,3.02,1.05,11.1,bad
11.2,1.26,0.59,51.0,0.174,163.1,251.9,1.01671,3.0,1.35,11.2,good
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,bad
12.6,1.29,0.74,42.6,0.139,216.3,371.3,1.00337,2.92,1.38,12.8,bad
6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,bad
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,bad
8.5,1.03,1.05,53.3,0.212,183.3,236.7,1.01516,3.24,0.95,11.3,bad
5.8,0.32,0.2,2.6,0.027,17.0,123.0,0.98936,3.36,0.78,13.9,good
8.0,1.02,1.2,33.9,0.396,139.8,243.3,1.02322,3.45,0.97,11.4,bad
10.2,1.05,1.32,55.0,0.198,227.7,276.2,1.01191,3.4,1.28,12.3,good
10.8,1.05,1.43,48.0,0.302,174.9,146.8,1.02056,3.32,0.91,10.6,bad
12.5,0.87,1.07,31.4,0.271,134.3,227.4,1.01643,3.08,1.13,11.2,good
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,bad
8.5,1.25,0.96,47.5,0.334,179.4,259.7,1.01177,3.18,1.16,12.2,bad
11.4,1.1,0.55,51.2,0.345,175.3,253.0,1.02183,2.91,1.49,10.4,bad
9.5,0.91,0.65,31.4,0.14,164.0,206.4,1.01013,3.03,1.61,10.8,bad
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,bad
6.2,1.04,0.92,19.4,0.188,120.6,294.8,1.01299,3.12,1.66,12.9,good
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,bad
13.2,1.13,1.16,48.0,0.251,210.7,87.5,1.01344,3.03,1.01,11.8,bad
11.2,1.08,1.17,52.6,0.271,174.5,370.4,1.02629,2.96,1.24,11.3,bad
10.7,0.61,1.11,48.8,0.196,195.7,146.7,1.02383,3.22,1.03,10.4,good
8.1,1.33,1.13,50.7,0.298,187.5,386.5,1.02429,3.14,1.66,12.7,bad
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,bad
6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,good
9.4,0.32,0.86,34.4,0.363,105.9,165.0,1.01639,3.39,1.32,11.3,good
5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,good
9.4,1.03,1.09,39.2,0.365,225.1,361.6,1.02566,3.18,1.18,13.1,bad
12.9,1.28,0.63,26.8,0.466,143.8,145.5,1.02294,3.46,0.97,12.1,bad
6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,bad
11.2,1.34,0.98,40.2,0.439,210.3,268.3,1.0238,3.17,1.15,11.9,good
6.1,0.26,0.51,2.2,0.05,61.0,154.0,0.9929,3.08,0.6,9.8,bad
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,bad
9.8,0.94,0.97,45.8,0.217,218.1,276.0,1.0018,3.11,1.48,12.2,good
12.7,0.84,0.99,42.6,0.172,151.1,332.0,1.00788,2.84,1.26,12.1,bad
12.1,0.78,1.23,32.2,0.427,154.3,259.5,1.02162,3.06,1.34,12.3,good
11.2,1.17,1.23,38.3,0.235,241.9,191.2,1.0106,3.16,1.3,11.1,bad
10.8,1.05,0.74,40.6,0.309,220.2,324.9,1.02353,2.99,1.54,12.0,bad
10.8,1.24,1.15,18.8,0.316,213.8,307.9,1.01641,3.48,1.38,10.5,good
7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,bad
7.4,0.97,0.86,30.1,0.23,201.0,273.6,1.01422,3.0,1.68,12.5,good
8.9,1.24,1.02,36.7,0.093,191.8,218.8,1.02823,3.09,1.33,12.0,bad
14.4,0.75,0.94,32.1,0.249,220.4,306.3,1.01925,3.21,1.01,9.8,bad
9.6,1.08,0.99,59.0,0.139,159.0,362.8,1.01554,3.08,0.81,11.8,good
13.1,1.26,0.83,37.0,0.174,161.3,299.6,1.01213,3.01,0.96,12.0,good
13.7,1.0,1.07,50.1,0.336,191.9,242.3,1.00114,3.23,1.21,11.0,good
11.0,0.52,1.08,29.8,0.259,66.0,190.3,1.00415,3.33,1.13,11.5,bad
5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,good
